CLIENT_NAME,lounge_name,lounge_id,DATE_UTC,COUNT_PAX_ALLOWED,COUNT_PAX_REFUSED
LH,LH-JFK-BUS,543,2023-05-31,301,40
LH,LH-JFK-FCL,568,2023-05-31,17,0
LH,LH-JFK-SEN,544,2023-05-31,53,0
LH,LH-LEJ-BUS,562,2023-05-31,0,0
LH,LH-LEJ-SEN,563,2023-05-31,0,0
LH,LH-LHR-BUS,545,2023-05-31,681,158
LH,LH-LHR-SEN,546,2023-05-31,684,0
LH,LH-MUC-BUS-SAT-K,513,2023-05-31,757,209
LH,LH-MUC-BUS-SAT-L,515,2023-05-31,274,59
LH,LH-MUC-BUS-T2-G,505,2023-05-31,1272,368
LH,LH-MUC-BUS-T2-H,511,2023-05-31,486,162
LH,LH-MUC-DELIGHTS TO GO,516,2023-05-31,0,0
LH,LH-MUC-FCL-SAT,570,2023-05-31,80,2
LH,LH-MUC-FCL-T2,569,2023-05-31,142,106
LH,LH-MUC-SEN CAFE,504,2023-05-31,193,26
LH,LH-MUC-SEN-SAT-K,512,2023-05-31,589,0
LH,LH-MUC-SEN-SAT-L,514,2023-05-31,150,0
LH,LH-MUC-SEN-T2,509,2023-05-31,376,72
LH,LH-MUC-SEN-T2-G,506,2023-05-31,672,0
LH,LH-MUC-SEN-T2-H,510,2023-05-31,451,0
LH,LH-MXP-BUS,547,2023-05-31,471,35
LH,LH-NUE-BUS,564,2023-05-31,0,0
LH,LH-NUE-SEN,565,2023-05-31,0,0
LH,LH-STR-BUS,566,2023-05-31,0,0
LH,LH-STR-SEN,567,2023-05-31,0,0
LH,LH-TXL-BUS,548,2023-05-31,0,0
LH,LH-TXL-SEN,549,2023-05-31,0,0
LH,LH-ATH-BUS,528,2023-06-01,424,37
LH,LH-BER-BUS,576,2023-06-01,1044,258
LH,LH-BER-SEN,577,2023-06-01,0,0
LH,LH-BOS-BUS,529,2023-06-01,283,88
LH,LH-BOS-FCL,530,2023-06-01,26,0
LH,LH-BRE-BUS,550,2023-06-01,0,0
LH,LH-BRE-SEN,551,2023-06-01,0,0
LH,LH-CDG-BUS,531,2023-06-01,161,62
LH,LH-CDG-SEN,532,2023-06-01,162,0
LH,LH-CGN-BUS,552,2023-06-01,0,0
LH,LH-CGN-SEN,553,2023-06-01,0,0
LH,LH-DEL-BUS,533,2023-06-01,0,0
LH,LH-DEL-SEN,534,2023-06-01,0,0
LH,LH-DRS-BUS,558,2023-06-01,0,0
LH,LH-DRS-SEN,559,2023-06-01,0,0
LH,LH-DTW-BUS,535,2023-06-01,432,114
LH,LH-DTW-SEN,536,2023-06-01,4,0
LH,LH-DUS-BUS,560,2023-06-01,736,274
LH,LH-DUS-SEN,561,2023-06-01,540,0
LH,LH-DXB-BUS,537,2023-06-01,63,6
LH,LH-DXB-SEN,538,2023-06-01,75,0
LH,LH-EWR-BUS,539,2023-06-01,171,19
LH,LH-EWR-SEN,540,2023-06-01,73,0
LH,LH-FRA-BUS-A,517,2023-06-01,1909,492
LH,LH-FRA-BUS-A-WEST,518,2023-06-01,481,163
LH,LH-FRA-BUS-B-OST,519,2023-06-01,644,70
LH,LH-FRA-BUS-B-WEST,508,2023-06-01,829,103
LH,LH-FRA-BUS-C14-C15,520,2023-06-01,129,14
LH,LH-FRA-BUS-C16,521,2023-06-01,0,0
LH,LH-FRA-BUS-Z,522,2023-06-01,1190,196
LH,LH-FRA-FCL-A,572,2023-06-01,117,55
LH,LH-FRA-FCL-B,573,2023-06-01,22,5
LH,LH-FRA-FCL-TERMINAL,571,2023-06-01,247,27
LH,LH-FRA-PANORAMA,527,2023-06-01,787,108
LH,LH-FRA-SEN-A,524,2023-06-01,1550,189
LH,LH-FRA-SEN-B,525,2023-06-01,546,119
LH,LH-FRA-SEN-C,526,2023-06-01,10,0
LH,LH-FRA-SEN-Z,523,2023-06-01,296,0
LH,LH-FRA-WELCOME,574,2023-06-01,44,8
LH,LH-HAJ-BUS,554,2023-06-01,156,41
LH,LH-HAJ-SEN,555,2023-06-01,128,0
LH,LH-HAM-BUS,556,2023-06-01,590,116
LH,LH-HAM-SEN,557,2023-06-01,486,0
LH,LH-IAD-BUS,541,2023-06-01,329,85
LH,LH-IAD-SEN,542,2023-06-01,139,0
LH,LH-JFK-BUS,543,2023-06-01,358,61
LH,LH-JFK-FCL,568,2023-06-01,40,0
LH,LH-JFK-SEN,544,2023-06-01,108,0
LH,LH-LEJ-BUS,562,2023-06-01,0,0
LH,LH-LEJ-SEN,563,2023-06-01,0,0
LH,LH-LHR-BUS,545,2023-06-01,728,117
LH,LH-LHR-SEN,546,2023-06-01,775,0
LH,LH-MUC-BUS-SAT-K,513,2023-06-01,679,165
LH,LH-MUC-BUS-SAT-L,515,2023-06-01,317,71
LH,LH-MUC-BUS-T2-G,505,2023-06-01,1472,522
LH,LH-MUC-BUS-T2-H,511,2023-06-01,517,135
LH,LH-MUC-DELIGHTS TO GO,516,2023-06-01,0,0
LH,LH-MUC-FCL-SAT,570,2023-06-01,90,9
LH,LH-MUC-FCL-T2,569,2023-06-01,163,88
LH,LH-MUC-SEN CAFE,504,2023-06-01,150,30
LH,LH-MUC-SEN-SAT-K,512,2023-06-01,656,0
LH,LH-MUC-SEN-SAT-L,514,2023-06-01,200,0
LH,LH-MUC-SEN-T2,509,2023-06-01,389,105
LH,LH-MUC-SEN-T2-G,506,2023-06-01,712,0
LH,LH-MUC-SEN-T2-H,510,2023-06-01,415,0
LH,LH-MXP-BUS,547,2023-06-01,552,45
LH,LH-NUE-BUS,564,2023-06-01,0,0
LH,LH-NUE-SEN,565,2023-06-01,0,0
LH,LH-STR-BUS,566,2023-06-01,0,0
LH,LH-STR-SEN,567,2023-06-01,0,0
LH,LH-TXL-BUS,548,2023-06-01,0,0
LH,LH-TXL-SEN,549,2023-06-01,0,0
LH,LH-ATH-BUS,528,2023-06-02,501,54
LH,LH-BER-BUS,576,2023-06-02,933,165
LH,LH-BER-SEN,577,2023-06-02,0,0
LH,LH-BOS-BUS,529,2023-06-02,307,70
LH,LH-BOS-FCL,530,2023-06-02,20,0
LH,LH-BRE-BUS,550,2023-06-02,0,0
LH,LH-BRE-SEN,551,2023-06-02,0,0
LH,LH-CDG-BUS,531,2023-06-02,199,69
LH,LH-CDG-SEN,532,2023-06-02,191,0
LH,LH-CGN-BUS,552,2023-06-02,0,0
LH,LH-CGN-SEN,553,2023-06-02,0,0
LH,LH-DEL-BUS,533,2023-06-02,0,0
LH,LH-DEL-SEN,534,2023-06-02,0,0
LH,LH-DRS-BUS,558,2023-06-02,0,0
LH,LH-DRS-SEN,559,2023-06-02,0,0
LH,LH-DTW-BUS,535,2023-06-02,288,97
LH,LH-DTW-SEN,536,2023-06-02,6,0
LH,LH-DUS-BUS,560,2023-06-02,400,124
LH,LH-DUS-SEN,561,2023-06-02,404,0
LH,LH-DXB-BUS,537,2023-06-02,28,7
LH,LH-DXB-SEN,538,2023-06-02,24,0
LH,LH-EWR-BUS,539,2023-06-02,140,19
LH,LH-EWR-SEN,540,2023-06-02,111,0
LH,LH-FRA-BUS-A,517,2023-06-02,1774,539
LH,LH-FRA-BUS-A-WEST,518,2023-06-02,572,153
LH,LH-FRA-BUS-B-OST,519,2023-06-02,705,162
LH,LH-FRA-BUS-B-WEST,508,2023-06-02,900,116
LH,LH-FRA-BUS-C14-C15,520,2023-06-02,264,46
LH,LH-FRA-BUS-C16,521,2023-06-02,0,0
LH,LH-FRA-BUS-Z,522,2023-06-02,890,174
LH,LH-FRA-FCL-A,572,2023-06-02,128,43
LH,LH-FRA-FCL-B,573,2023-06-02,37,6
LH,LH-FRA-FCL-TERMINAL,571,2023-06-02,205,27
LH,LH-FRA-PANORAMA,527,2023-06-02,776,135
LH,LH-FRA-SEN-A,524,2023-06-02,1589,291
LH,LH-FRA-SEN-B,525,2023-06-02,603,119
LH,LH-FRA-SEN-C,526,2023-06-02,26,0
LH,LH-FRA-SEN-Z,523,2023-06-02,790,0
LH,LH-FRA-WELCOME,574,2023-06-02,72,5
LH,LH-HAJ-BUS,554,2023-06-02,104,29
LH,LH-HAJ-SEN,555,2023-06-02,85,0
LH,LH-HAM-BUS,556,2023-06-02,497,130
LH,LH-HAM-SEN,557,2023-06-02,414,0
LH,LH-IAD-BUS,541,2023-06-02,342,137
LH,LH-IAD-SEN,542,2023-06-02,154,0
LH,LH-JFK-BUS,543,2023-06-02,368,44
LH,LH-JFK-FCL,568,2023-06-02,30,0
LH,LH-JFK-SEN,544,2023-06-02,74,0
LH,LH-LEJ-BUS,562,2023-06-02,0,0
LH,LH-LEJ-SEN,563,2023-06-02,0,0
LH,LH-LHR-BUS,545,2023-06-02,699,205
LH,LH-LHR-SEN,546,2023-06-02,761,0
LH,LH-MUC-BUS-SAT-K,513,2023-06-02,712,267
LH,LH-MUC-BUS-SAT-L,515,2023-06-02,323,62
LH,LH-MUC-BUS-T2-G,505,2023-06-02,1417,589
LH,LH-MUC-BUS-T2-H,511,2023-06-02,503,185
LH,LH-MUC-DELIGHTS TO GO,516,2023-06-02,0,0
LH,LH-MUC-FCL-SAT,570,2023-06-02,87,11
LH,LH-MUC-FCL-T2,569,2023-06-02,158,74
LH,LH-MUC-SEN CAFE,504,2023-06-02,148,59
LH,LH-MUC-SEN-SAT-K,512,2023-06-02,681,0
LH,LH-MUC-SEN-SAT-L,514,2023-06-02,191,0
LH,LH-MUC-SEN-T2,509,2023-06-02,424,100
LH,LH-MUC-SEN-T2-G,506,2023-06-02,719,0
LH,LH-MUC-SEN-T2-H,510,2023-06-02,484,0
LH,LH-MXP-BUS,547,2023-06-02,408,39
LH,LH-NUE-BUS,564,2023-06-02,0,0
LH,LH-NUE-SEN,565,2023-06-02,0,0
LH,LH-STR-BUS,566,2023-06-02,0,0
LH,LH-STR-SEN,567,2023-06-02,0,0
LH,LH-TXL-BUS,548,2023-06-02,0,0
LH,LH-TXL-SEN,549,2023-06-02,0,0
LH,LH-ATH-BUS,528,2023-06-03,476,47
LH,LH-BER-BUS,576,2023-06-03,547,58
LH,LH-BER-SEN,577,2023-06-03,0,0
LH,LH-BOS-BUS,529,2023-06-03,286,87
LH,LH-BOS-FCL,530,2023-06-03,13,0
LH,LH-BRE-BUS,550,2023-06-03,0,0
LH,LH-BRE-SEN,551,2023-06-03,0,0
LH,LH-CDG-BUS,531,2023-06-03,187,51
LH,LH-CDG-SEN,532,2023-06-03,136,0
LH,LH-CGN-BUS,552,2023-06-03,0,0
LH,LH-CGN-SEN,553,2023-06-03,0,0
LH,LH-DEL-BUS,533,2023-06-03,0,0
LH,LH-DEL-SEN,534,2023-06-03,0,0
LH,LH-DRS-BUS,558,2023-06-03,0,0
LH,LH-DRS-SEN,559,2023-06-03,0,0
LH,LH-DTW-BUS,535,2023-06-03,216,97
LH,LH-DTW-SEN,536,2023-06-03,2,0
LH,LH-DUS-BUS,560,2023-06-03,214,68
LH,LH-DUS-SEN,561,2023-06-03,159,0
LH,LH-DXB-BUS,537,2023-06-03,57,4
LH,LH-DXB-SEN,538,2023-06-03,40,0
LH,LH-EWR-BUS,539,2023-06-03,174,40
LH,LH-EWR-SEN,540,2023-06-03,78,0
LH,LH-FRA-BUS-A,517,2023-06-03,1493,189
LH,LH-FRA-BUS-A-WEST,518,2023-06-03,465,116
LH,LH-FRA-BUS-B-OST,519,2023-06-03,775,143
LH,LH-FRA-BUS-B-WEST,508,2023-06-03,928,137
LH,LH-FRA-BUS-C14-C15,520,2023-06-03,207,31
LH,LH-FRA-BUS-C16,521,2023-06-03,0,0
LH,LH-FRA-BUS-Z,522,2023-06-03,933,167
LH,LH-FRA-FCL-A,572,2023-06-03,79,27
LH,LH-FRA-FCL-B,573,2023-06-03,25,3
LH,LH-FRA-FCL-TERMINAL,571,2023-06-03,165,26
LH,LH-FRA-PANORAMA,527,2023-06-03,708,113
LH,LH-FRA-SEN-A,524,2023-06-03,1182,289
LH,LH-FRA-SEN-B,525,2023-06-03,589,174
LH,LH-FRA-SEN-C,526,2023-06-03,12,0
LH,LH-FRA-SEN-Z,523,2023-06-03,833,0
LH,LH-FRA-WELCOME,574,2023-06-03,45,5
LH,LH-HAJ-BUS,554,2023-06-03,79,15
LH,LH-HAJ-SEN,555,2023-06-03,43,0
LH,LH-HAM-BUS,556,2023-06-03,281,60
LH,LH-HAM-SEN,557,2023-06-03,200,0
LH,LH-IAD-BUS,541,2023-06-03,283,77
LH,LH-IAD-SEN,542,2023-06-03,148,0
LH,LH-JFK-BUS,543,2023-06-03,383,40
LH,LH-JFK-FCL,568,2023-06-03,24,0
LH,LH-JFK-SEN,544,2023-06-03,103,0
LH,LH-LEJ-BUS,562,2023-06-03,0,0
LH,LH-LEJ-SEN,563,2023-06-03,0,0
LH,LH-LHR-BUS,545,2023-06-03,690,199
LH,LH-LHR-SEN,546,2023-06-03,464,0
LH,LH-MUC-BUS-SAT-K,513,2023-06-03,607,225
LH,LH-MUC-BUS-SAT-L,515,2023-06-03,357,78
LH,LH-MUC-BUS-T2-G,505,2023-06-03,1056,480
LH,LH-MUC-BUS-T2-H,511,2023-06-03,895,248
LH,LH-MUC-DELIGHTS TO GO,516,2023-06-03,0,0
LH,LH-MUC-FCL-SAT,570,2023-06-03,91,2
LH,LH-MUC-FCL-T2,569,2023-06-03,114,24
LH,LH-MUC-SEN CAFE,504,2023-06-03,0,0
LH,LH-MUC-SEN-SAT-K,512,2023-06-03,535,0
LH,LH-MUC-SEN-SAT-L,514,2023-06-03,211,0
LH,LH-MUC-SEN-T2,509,2023-06-03,384,132
LH,LH-MUC-SEN-T2-G,506,2023-06-03,572,0
LH,LH-MUC-SEN-T2-H,510,2023-06-03,200,0
LH,LH-MXP-BUS,547,2023-06-03,462,57
LH,LH-NUE-BUS,564,2023-06-03,0,0
LH,LH-NUE-SEN,565,2023-06-03,0,0
LH,LH-STR-BUS,566,2023-06-03,0,0
LH,LH-STR-SEN,567,2023-06-03,0,0
LH,LH-TXL-BUS,548,2023-06-03,0,0
LH,LH-TXL-SEN,549,2023-06-03,0,0
LH,LH-ATH-BUS,528,2023-06-04,543,49
LH,LH-BER-BUS,576,2023-06-04,1182,125
LH,LH-BER-SEN,577,2023-06-04,0,0
LH,LH-BOS-BUS,529,2023-06-04,296,140
LH,LH-BOS-FCL,530,2023-06-04,13,0
LH,LH-BRE-BUS,550,2023-06-04,0,0
LH,LH-BRE-SEN,551,2023-06-04,0,0
LH,LH-CDG-BUS,531,2023-06-04,220,48
LH,LH-CDG-SEN,532,2023-06-04,193,0
LH,LH-CGN-BUS,552,2023-06-04,0,0
LH,LH-CGN-SEN,553,2023-06-04,0,0
LH,LH-DEL-BUS,533,2023-06-04,0,0
LH,LH-DEL-SEN,534,2023-06-04,0,0
LH,LH-DRS-BUS,558,2023-06-04,0,0
LH,LH-DRS-SEN,559,2023-06-04,0,0
LH,LH-DTW-BUS,535,2023-06-04,190,54
LH,LH-DTW-SEN,536,2023-06-04,3,0
LH,LH-DUS-BUS,560,2023-06-04,369,106
LH,LH-DUS-SEN,561,2023-06-04,298,0
LH,LH-DXB-BUS,537,2023-06-04,66,6
LH,LH-DXB-SEN,538,2023-06-04,41,0
LH,LH-EWR-BUS,539,2023-06-04,135,29
LH,LH-EWR-SEN,540,2023-06-04,111,0
LH,LH-FRA-BUS-A,517,2023-06-04,1442,267
LH,LH-FRA-BUS-A-WEST,518,2023-06-04,576,149
LH,LH-FRA-BUS-B-OST,519,2023-06-04,782,105
LH,LH-FRA-BUS-B-WEST,508,2023-06-04,998,107
LH,LH-FRA-BUS-C14-C15,520,2023-06-04,211,51
LH,LH-FRA-BUS-C16,521,2023-06-04,0,0
LH,LH-FRA-BUS-Z,522,2023-06-04,1098,170
LH,LH-FRA-FCL-A,572,2023-06-04,81,21
LH,LH-FRA-FCL-B,573,2023-06-04,57,11
LH,LH-FRA-FCL-TERMINAL,571,2023-06-04,207,19
LH,LH-FRA-PANORAMA,527,2023-06-04,697,110
LH,LH-FRA-SEN-A,524,2023-06-04,1359,188
LH,LH-FRA-SEN-B,525,2023-06-04,720,196
LH,LH-FRA-SEN-C,526,2023-06-04,10,0
LH,LH-FRA-SEN-Z,523,2023-06-04,1001,0
LH,LH-FRA-WELCOME,574,2023-06-04,45,11
LH,LH-HAJ-BUS,554,2023-06-04,142,31
LH,LH-HAJ-SEN,555,2023-06-04,97,0
LH,LH-HAM-BUS,556,2023-06-04,415,94
LH,LH-HAM-SEN,557,2023-06-04,403,0
LH,LH-IAD-BUS,541,2023-06-04,313,72
LH,LH-IAD-SEN,542,2023-06-04,165,0
LH,LH-JFK-BUS,543,2023-06-04,351,28
LH,LH-JFK-FCL,568,2023-06-04,28,0
LH,LH-JFK-SEN,544,2023-06-04,85,0
LH,LH-LEJ-BUS,562,2023-06-04,0,0
LH,LH-LEJ-SEN,563,2023-06-04,0,0
LH,LH-LHR-BUS,545,2023-06-04,919,177
LH,LH-LHR-SEN,546,2023-06-04,796,0
LH,LH-MUC-BUS-SAT-K,513,2023-06-04,615,239
LH,LH-MUC-BUS-SAT-L,515,2023-06-04,354,110
LH,LH-MUC-BUS-T2-G,505,2023-06-04,1116,550
LH,LH-MUC-BUS-T2-H,511,2023-06-04,623,276
LH,LH-MUC-DELIGHTS TO GO,516,2023-06-04,0,0
LH,LH-MUC-FCL-SAT,570,2023-06-04,89,2
LH,LH-MUC-FCL-T2,569,2023-06-04,113,56
LH,LH-MUC-SEN CAFE,504,2023-06-04,0,0
LH,LH-MUC-SEN-SAT-K,512,2023-06-04,570,0
LH,LH-MUC-SEN-SAT-L,514,2023-06-04,294,0
LH,LH-MUC-SEN-T2,509,2023-06-04,347,149
LH,LH-MUC-SEN-T2-G,506,2023-06-04,670,0
LH,LH-MUC-SEN-T2-H,510,2023-06-04,558,0
LH,LH-MXP-BUS,547,2023-06-04,345,32
LH,LH-NUE-BUS,564,2023-06-04,0,0
LH,LH-NUE-SEN,565,2023-06-04,0,0
LH,LH-STR-BUS,566,2023-06-04,0,0
LH,LH-STR-SEN,567,2023-06-04,0,0
LH,LH-TXL-BUS,548,2023-06-04,0,0
LH,LH-TXL-SEN,549,2023-06-04,0,0
LH,LH-ATH-BUS,528,2023-06-05,552,48
LH,LH-BER-BUS,576,2023-06-05,1043,124
LH,LH-BER-SEN,577,2023-06-05,0,0
LH,LH-BOS-BUS,529,2023-06-05,191,66
LH,LH-BOS-FCL,530,2023-06-05,11,0
LH,LH-BRE-BUS,550,2023-06-05,0,0
LH,LH-BRE-SEN,551,2023-06-05,0,0
LH,LH-CDG-BUS,531,2023-06-05,192,31
LH,LH-CDG-SEN,532,2023-06-05,131,0
LH,LH-CGN-BUS,552,2023-06-05,0,0
LH,LH-CGN-SEN,553,2023-06-05,0,0
LH,LH-DEL-BUS,533,2023-06-05,0,0
LH,LH-DEL-SEN,534,2023-06-05,0,0
LH,LH-DRS-BUS,558,2023-06-05,0,0
LH,LH-DRS-SEN,559,2023-06-05,0,0
LH,LH-DTW-BUS,535,2023-06-05,283,90
LH,LH-DTW-SEN,536,2023-06-05,2,0
LH,LH-DUS-BUS,560,2023-06-05,692,111
LH,LH-DUS-SEN,561,2023-06-05,492,0
LH,LH-DXB-BUS,537,2023-06-05,37,0
LH,LH-DXB-SEN,538,2023-06-05,20,0
LH,LH-EWR-BUS,539,2023-06-05,195,36
LH,LH-EWR-SEN,540,2023-06-05,123,0
LH,LH-FRA-BUS-A,517,2023-06-05,1718,323
LH,LH-FRA-BUS-A-WEST,518,2023-06-05,630,227
LH,LH-FRA-BUS-B-OST,519,2023-06-05,722,91
LH,LH-FRA-BUS-B-WEST,508,2023-06-05,1038,122
LH,LH-FRA-BUS-C14-C15,520,2023-06-05,209,40
LH,LH-FRA-BUS-C16,521,2023-06-05,0,0
LH,LH-FRA-BUS-Z,522,2023-06-05,994,169
LH,LH-FRA-FCL-A,572,2023-06-05,131,47
LH,LH-FRA-FCL-B,573,2023-06-05,47,4
LH,LH-FRA-FCL-TERMINAL,571,2023-06-05,241,19
LH,LH-FRA-PANORAMA,527,2023-06-05,913,167
LH,LH-FRA-SEN-A,524,2023-06-05,1850,432
LH,LH-FRA-SEN-B,525,2023-06-05,697,167
LH,LH-FRA-SEN-C,526,2023-06-05,11,0
LH,LH-FRA-SEN-Z,523,2023-06-05,874,0
LH,LH-FRA-WELCOME,574,2023-06-05,49,6
LH,LH-HAJ-BUS,554,2023-06-05,157,39
LH,LH-HAJ-SEN,555,2023-06-05,114,0
LH,LH-HAM-BUS,556,2023-06-05,637,176
LH,LH-HAM-SEN,557,2023-06-05,565,0
LH,LH-IAD-BUS,541,2023-06-05,34,5
LH,LH-IAD-SEN,542,2023-06-05,18,0
LH,LH-JFK-BUS,543,2023-06-05,360,41
LH,LH-JFK-FCL,568,2023-06-05,20,0
LH,LH-JFK-SEN,544,2023-06-05,103,0
LH,LH-LEJ-BUS,562,2023-06-05,0,0
LH,LH-LEJ-SEN,563,2023-06-05,0,0
LH,LH-LHR-BUS,545,2023-06-05,860,153
LH,LH-LHR-SEN,546,2023-06-05,700,0
LH,LH-MUC-BUS-SAT-K,513,2023-06-05,846,255
LH,LH-MUC-BUS-SAT-L,515,2023-06-05,274,79
LH,LH-MUC-BUS-T2-G,505,2023-06-05,1537,407
LH,LH-MUC-BUS-T2-H,511,2023-06-05,643,233
LH,LH-MUC-DELIGHTS TO GO,516,2023-06-05,0,0
LH,LH-MUC-FCL-SAT,570,2023-06-05,85,4
LH,LH-MUC-FCL-T2,569,2023-06-05,177,86
LH,LH-MUC-SEN CAFE,504,2023-06-05,100,15
LH,LH-MUC-SEN-SAT-K,512,2023-06-05,487,0
LH,LH-MUC-SEN-SAT-L,514,2023-06-05,225,0
LH,LH-MUC-SEN-T2,509,2023-06-05,503,155
LH,LH-MUC-SEN-T2-G,506,2023-06-05,845,0
LH,LH-MUC-SEN-T2-H,510,2023-06-05,567,0
LH,LH-MXP-BUS,547,2023-06-05,571,55
LH,LH-NUE-BUS,564,2023-06-05,0,0
LH,LH-NUE-SEN,565,2023-06-05,0,0
LH,LH-STR-BUS,566,2023-06-05,0,0
LH,LH-STR-SEN,567,2023-06-05,0,0
LH,LH-TXL-BUS,548,2023-06-05,0,0
LH,LH-TXL-SEN,549,2023-06-05,0,0
LH,LH-ATH-BUS,528,2023-06-06,425,49
LH,LH-BER-BUS,576,2023-06-06,966,126
LH,LH-BER-SEN,577,2023-06-06,0,0
LH,LH-BOS-BUS,529,2023-06-06,254,34
LH,LH-BOS-FCL,530,2023-06-06,18,0
LH,LH-BRE-BUS,550,2023-06-06,0,0
LH,LH-BRE-SEN,551,2023-06-06,0,0
LH,LH-CDG-BUS,531,2023-06-06,171,25
LH,LH-CDG-SEN,532,2023-06-06,139,0
LH,LH-CGN-BUS,552,2023-06-06,0,0
LH,LH-CGN-SEN,553,2023-06-06,0,0
LH,LH-DEL-BUS,533,2023-06-06,0,0
LH,LH-DEL-SEN,534,2023-06-06,0,0
LH,LH-DRS-BUS,558,2023-06-06,0,0
LH,LH-DRS-SEN,559,2023-06-06,0,0
LH,LH-DTW-BUS,535,2023-06-06,245,97
LH,LH-DTW-SEN,536,2023-06-06,4,0
LH,LH-DUS-BUS,560,2023-06-06,638,105
LH,LH-DUS-SEN,561,2023-06-06,410,0
LH,LH-DXB-BUS,537,2023-06-06,58,5
LH,LH-DXB-SEN,538,2023-06-06,62,0
LH,LH-EWR-BUS,539,2023-06-06,151,23
LH,LH-EWR-SEN,540,2023-06-06,97,0
LH,LH-FRA-BUS-A,517,2023-06-06,1553,282
LH,LH-FRA-BUS-A-WEST,518,2023-06-06,537,176
LH,LH-FRA-BUS-B-OST,519,2023-06-06,678,96
LH,LH-FRA-BUS-B-WEST,508,2023-06-06,869,91
LH,LH-FRA-BUS-C14-C15,520,2023-06-06,129,22
LH,LH-FRA-BUS-C16,521,2023-06-06,0,0
LH,LH-FRA-BUS-Z,522,2023-06-06,920,159
LH,LH-FRA-FCL-A,572,2023-06-06,106,51
LH,LH-FRA-FCL-B,573,2023-06-06,40,2
LH,LH-FRA-FCL-TERMINAL,571,2023-06-06,223,26
LH,LH-FRA-PANORAMA,527,2023-06-06,720,166
LH,LH-FRA-SEN-A,524,2023-06-06,1406,277
LH,LH-FRA-SEN-B,525,2023-06-06,601,117
LH,LH-FRA-SEN-C,526,2023-06-06,5,0
LH,LH-FRA-SEN-Z,523,2023-06-06,563,0
LH,LH-FRA-WELCOME,574,2023-06-06,41,15
LH,LH-HAJ-BUS,554,2023-06-06,131,40
LH,LH-HAJ-SEN,555,2023-06-06,82,0
LH,LH-HAM-BUS,556,2023-06-06,601,153
LH,LH-HAM-SEN,557,2023-06-06,485,0
LH,LH-IAD-BUS,541,2023-06-06,408,18
LH,LH-IAD-SEN,542,2023-06-06,152,0
LH,LH-JFK-BUS,543,2023-06-06,324,39
LH,LH-JFK-FCL,568,2023-06-06,26,0
LH,LH-JFK-SEN,544,2023-06-06,69,0
LH,LH-LEJ-BUS,562,2023-06-06,0,0
LH,LH-LEJ-SEN,563,2023-06-06,0,0
LH,LH-LHR-BUS,545,2023-06-06,830,125
LH,LH-LHR-SEN,546,2023-06-06,809,0
LH,LH-MUC-BUS-SAT-K,513,2023-06-06,662,246
LH,LH-MUC-BUS-SAT-L,515,2023-06-06,313,60
LH,LH-MUC-BUS-T2-G,505,2023-06-06,1188,328
LH,LH-MUC-BUS-T2-H,511,2023-06-06,535,251
LH,LH-MUC-DELIGHTS TO GO,516,2023-06-06,0,0
LH,LH-MUC-FCL-SAT,570,2023-06-06,83,8
LH,LH-MUC-FCL-T2,569,2023-06-06,148,56
LH,LH-MUC-SEN CAFE,504,2023-06-06,170,27
LH,LH-MUC-SEN-SAT-K,512,2023-06-06,559,0
LH,LH-MUC-SEN-SAT-L,514,2023-06-06,188,0
LH,LH-MUC-SEN-T2,509,2023-06-06,396,118
LH,LH-MUC-SEN-T2-G,506,2023-06-06,639,0
LH,LH-MUC-SEN-T2-H,510,2023-06-06,437,0
LH,LH-MXP-BUS,547,2023-06-06,443,61
LH,LH-NUE-BUS,564,2023-06-06,0,0
LH,LH-NUE-SEN,565,2023-06-06,0,0
LH,LH-STR-BUS,566,2023-06-06,0,0
LH,LH-STR-SEN,567,2023-06-06,0,0
LH,LH-TXL-BUS,548,2023-06-06,0,0
LH,LH-TXL-SEN,549,2023-06-06,0,0
LH,LH-ATH-BUS,528,2023-06-07,488,43
LH,LH-BER-BUS,576,2023-06-07,1265,212
LH,LH-BER-SEN,577,2023-06-07,0,0
LH,LH-BOS-BUS,529,2023-06-07,250,95
LH,LH-BOS-FCL,530,2023-06-07,25,0
LH,LH-BRE-BUS,550,2023-06-07,0,0
LH,LH-BRE-SEN,551,2023-06-07,0,0
LH,LH-CDG-BUS,531,2023-06-07,210,58
LH,LH-CDG-SEN,532,2023-06-07,202,0
LH,LH-CGN-BUS,552,2023-06-07,0,0
LH,LH-CGN-SEN,553,2023-06-07,0,0
LH,LH-DEL-BUS,533,2023-06-07,0,0
LH,LH-DEL-SEN,534,2023-06-07,0,0
LH,LH-DRS-BUS,558,2023-06-07,0,0
LH,LH-DRS-SEN,559,2023-06-07,0,0
LH,LH-DTW-BUS,535,2023-06-07,266,89
LH,LH-DTW-SEN,536,2023-06-07,6,0
LH,LH-DUS-BUS,560,2023-06-07,863,98
LH,LH-DUS-SEN,561,2023-06-07,497,0
LH,LH-DXB-BUS,537,2023-06-07,58,6
LH,LH-DXB-SEN,538,2023-06-07,50,0
LH,LH-EWR-BUS,539,2023-06-07,159,22
LH,LH-EWR-SEN,540,2023-06-07,109,0
LH,LH-FRA-BUS-A,517,2023-06-07,1958,538
LH,LH-FRA-BUS-A-WEST,518,2023-06-07,575,146
LH,LH-FRA-BUS-B-OST,519,2023-06-07,692,120
